,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type,CHARSET1,SERVER1,WHOIS_COUNTRY1,WHOIS_STATEPRO1,WHOIS_REGDATE1,WHOIS_UPDATED_DATE1,TCP_CONVERSATION_EXCHANGE1,DIST_REMOTE_TCP_PORT1,REMOTE_IPS1,APP_BYTES1,SOURCE_APP_PACKETS1,REMOTE_APP_PACKETS1,SOURCE_APP_BYTES1,REMOTE_APP_BYTES1,APP_PACKETS1,DNS_QUERY_TIMES1
375,38,11,544,162,661.0,241,290,76,79,21,54,107,0,20,19,0,0,20,90.0,0,676,211,306,362,127,139,27,106,134,1,26,23,1,1,26,105.0
376,38,9,382,0,2516.0,1054,0,0,1,27,763,148,0,15,23,0,0,15,171.0,0,427,13,1103,13,13,14,36,916,191,1,21,27,1,1,21,213.0
377,38,9,382,0,2516.0,1054,0,0,1,23,54,168,0,18,20,0,0,18,171.0,0,427,13,1103,13,13,14,30,106,183,1,23,28,1,1,23,213.0
378,38,10,121,5,215.0,241,290,0,0,42,763,148,1,16,31,0,0,16,101.0,0,134,8,306,362,3,3,56,916,191,2,25,42,2,1,25,142.0
379,38,9,382,1,4397.0,1054,21,1,9,593,763,593,593,593,590,590,593,593,892.0,1,427,1,1103,22,1,9,657,916,657,657,655,590,590,655,655,976.0
380,38,8,382,175,1819.0,1054,369,21,22,593,763,593,593,593,590,590,593,593,892.0,1,427,175,1103,372,21,22,657,916,657,657,655,590,590,655,655,976.0
381,38,8,382,1,-1.0,241,290,1,1,19,763,70,2,19,21,1,2,19,101.0,1,427,1,306,362,1,1,26,916,101,2,21,25,1,2,21,142.0
382,38,8,544,88,-1.0,1054,11,1,1,593,763,593,593,593,590,590,593,593,892.0,1,676,94,1103,11,1,1,657,916,657,657,655,590,590,655,655,976.0
383,38,8,359,162,39740.0,5,8,5,5,593,763,593,593,593,590,590,593,593,892.0,1,379,211,5,8,5,5,657,916,657,657,655,590,590,655,655,976.0
384,38,9,359,295,68067.0,1054,15,11,12,23,763,168,1,29,27,1,1,29,276.0,1,379,386,1103,15,11,12,30,916,183,1,31,31,1,1,31,309.0
385,38,10,544,295,40299.0,9,290,2,4,593,763,593,593,593,590,590,593,593,892.0,1,676,386,10,362,2,4,657,916,657,657,655,590,590,655,655,976.0
386,38,9,382,295,-1.0,1054,369,1,2,593,763,593,593,593,590,590,593,593,892.0,1,427,386,1103,372,1,2,657,916,657,657,655,590,590,655,655,976.0
387,38,8,359,175,-1.0,1054,369,1,2,593,763,593,593,593,590,590,593,593,892.0,1,379,175,1103,372,1,2,657,916,657,657,655,590,590,655,655,976.0
388,38,9,359,5,-1.0,1054,369,4,5,593,763,593,593,593,590,590,593,593,892.0,1,379,5,1103,372,4,5,657,916,657,657,655,590,590,655,655,976.0
389,38,8,121,13,345.0,1054,369,1,1,593,763,593,593,593,590,590,593,593,892.0,1,134,15,1103,372,1,1,657,916,657,657,655,590,590,655,655,976.0
390,38,7,151,110,324.0,1054,15,1,2,593,763,593,593,593,590,590,593,593,892.0,1,155,113,1103,15,1,2,657,916,657,657,655,590,590,655,655,976.0
391,38,9,544,49,3916.0,1054,369,47,47,593,763,593,593,593,590,590,593,593,892.0,1,676,49,1103,372,47,47,657,916,657,657,655,590,590,655,655,976.0
392,38,8,382,175,1819.0,1054,369,21,22,11,5,25,1,5,8,1,1,5,90.0,1,427,175,1103,372,21,22,13,5,25,1,5,11,1,1,5,105.0
393,38,7,382,175,34.0,241,290,1,1,42,49,168,8,30,31,9,9,30,892.0,1,427,175,306,362,1,1,56,49,183,8,32,42,9,9,32,976.0
394,38,8,544,295,-1.0,1054,7,1,2,17,16,41,1,14,22,1,2,14,892.0,1,676,386,1103,7,1,2,18,16,42,1,16,24,1,2,16,976.0
395,38,7,544,295,1172.0,1054,75,1,8,45,151,148,20,39,42,31,20,39,892.0,1,676,386,1103,75,1,8,48,151,191,20,42,48,31,20,42,976.0
396,38,6,151,110,324.0,241,290,8,10,37,60,168,7,37,33,2,7,37,892.0,1,155,113,306,362,8,10,39,60,183,7,38,35,2,7,38,976.0
397,38,8,544,49,-1.0,1054,15,1,3,26,77,148,1,22,41,24,1,22,892.0,1,676,49,1103,15,1,3,28,78,191,1,25,48,24,1,25,976.0
398,38,7,544,175,24087.0,35,5,1,36,47,763,168,2,21,31,1,1,21,276.0,1,676,175,35,5,1,36,53,916,183,2,24,42,1,1,24,309.0
399,38,9,359,30,618.0,1054,369,25,31,6,11,76,1,8,11,1,1,8,90.0,1,379,30,1103,372,25,31,7,11,80,1,9,11,1,1,9,105.0
400,38,8,382,175,6746.0,241,290,14,14,10,25,9,1,11,8,1,1,11,171.0,1,427,175,306,362,14,14,10,26,9,1,11,9,1,1,11,213.0
401,38,8,151,110,324.0,1054,29,1,1,25,49,76,1,20,19,1,1,20,171.0,1,155,113,1103,29,1,1,30,49,80,1,26,23,1,1,26,213.0
402,38,7,151,110,324.0,35,5,1,1,17,49,76,1,16,22,1,2,16,101.0,1,155,113,35,5,1,1,18,49,80,1,21,25,1,2,21,142.0
403,38,6,359,295,9555.0,3,290,1,3,25,49,41,1,16,13,1,1,16,276.0,1,379,386,3,362,1,3,30,53,42,1,17,17,1,1,17,309.0
404,38,6,544,1,-1.0,1054,60,1,1,2,4,168,1,4,3,1,1,4,90.0,1,676,1,1103,61,1,1,2,4,183,1,4,3,1,1,4,105.0
405,38,8,544,295,1840.0,1054,369,3,3,25,16,62,1,16,12,1,1,16,276.0,1,676,386,1103,372,3,3,30,17,67,1,17,15,1,1,17,309.0
406,38,10,359,1,4929.0,2,290,1,1,25,763,107,1,19,21,1,1,19,276.0,1,379,1,2,362,1,1,27,916,134,1,21,25,1,1,21,309.0
407,38,8,359,4,12400.0,1054,60,1,1,25,763,168,1,24,21,1,1,24,171.0,1,379,4,1103,61,1,1,27,916,183,1,26,25,1,1,26,213.0
408,38,9,544,1,42952.0,1054,60,1,1,10,2,148,1,11,9,1,1,11,171.0,1,676,1,1103,61,1,1,10,2,191,1,11,12,1,1,11,213.0
409,38,7,382,2,-1.0,1054,45,2,5,23,763,168,1,18,19,1,1,18,276.0,1,427,2,1103,57,2,5,26,916,183,1,23,23,1,1,23,309.0
410,38,7,544,49,-1.0,1054,369,47,47,5,10,112,1,6,8,1,1,6,90.0,1,676,49,1103,372,47,47,5,10,128,1,8,10,1,1,8,105.0
411,38,9,544,175,-1.0,241,290,76,79,1,1,28,1,1,1,1,1,1,171.0,1,676,175,306,362,127,139,1,1,30,1,1,1,1,1,1,213.0
412,38,8,359,88,-1.0,1054,369,1,5,593,763,593,593,593,590,590,593,593,892.0,1,379,94,1103,372,1,5,657,916,657,657,655,590,590,655,655,976.0
413,38,7,544,49,7868.0,1054,369,47,47,12,763,112,1,6,11,1,1,6,171.0,1,676,49,1103,372,47,47,13,916,128,1,8,11,1,1,8,213.0
414,38,9,121,1,220.0,1054,369,1,1,593,763,593,593,593,590,590,593,593,892.0,1,134,1,1103,372,1,1,657,916,657,657,655,590,590,655,655,976.0
415,38,7,544,49,7797.0,1054,369,47,47,593,763,593,593,593,590,590,593,593,892.0,1,676,49,1103,372,47,47,657,916,657,657,655,590,590,655,655,976.0
416,38,9,151,88,-1.0,1054,56,4,4,593,763,593,593,593,590,590,593,593,892.0,1,155,94,1103,58,4,4,657,916,657,657,655,590,590,655,655,976.0
417,39,13,544,162,637.0,241,290,76,79,45,763,112,0,39,34,0,0,39,892.0,0,676,211,306,362,127,139,48,916,128,2,42,40,2,2,42,976.0
418,39,11,544,162,640.0,241,290,76,79,21,54,112,0,16,29,0,0,16,276.0,0,676,211,306,362,127,139,30,106,128,4,21,40,2,2,21,309.0
419,39,11,544,162,640.0,241,290,76,79,19,49,62,0,12,20,0,0,12,171.0,0,676,211,306,362,127,139,23,53,67,1,14,28,1,1,14,213.0
420,39,11,544,162,661.0,241,290,76,79,23,763,89,0,15,20,0,0,15,171.0,0,676,211,306,362,127,139,26,916,97,1,19,26,1,1,19,213.0
421,39,9,382,0,2516.0,1054,0,0,1,23,763,148,1,15,27,0,0,15,171.0,0,427,13,1103,13,13,14,26,916,191,2,19,31,1,1,19,213.0
422,39,10,121,5,216.0,241,290,0,0,47,763,70,0,21,26,0,0,21,276.0,0,134,8,306,362,3,3,53,916,101,1,24,31,1,1,24,309.0
423,39,8,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
424,39,7,544,24,256306.0,35,2,2,2,593,763,593,593,593,590,590,593,593,892.0,1,676,25,35,2,2,2,657,916,657,657,655,590,590,655,655,976.0
425,39,8,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
426,39,9,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
427,39,9,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
428,39,9,359,3,-1.0,241,290,2,2,593,763,593,593,593,590,590,593,593,892.0,1,379,3,306,362,2,2,657,916,657,657,655,590,590,655,655,976.0
429,39,9,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
430,39,9,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
431,39,8,121,295,404.0,1054,2,1,12,593,763,593,593,593,590,590,593,593,892.0,1,134,386,1103,2,1,13,657,916,657,657,655,590,590,655,655,976.0
432,39,9,544,162,-1.0,1054,56,3,2,593,763,593,593,593,590,590,593,593,892.0,1,676,211,1103,58,3,2,657,916,657,657,655,590,590,655,655,976.0
433,39,8,359,2,-1.0,1054,60,2,2,593,763,593,593,593,590,590,593,593,892.0,1,379,2,1103,61,2,2,657,916,657,657,655,590,590,655,655,976.0
434,39,8,121,2,-1.0,1054,63,17,21,593,763,593,593,593,590,590,593,593,892.0,1,134,2,1103,65,17,21,657,916,657,657,655,590,590,655,655,976.0
435,39,7,544,49,7472.0,1054,369,47,47,593,763,593,593,593,590,590,593,593,892.0,1,676,49,1103,372,47,47,657,916,657,657,655,590,590,655,655,976.0
436,39,8,544,4,3063.0,3,290,1,1,593,763,593,593,593,590,590,593,593,892.0,1,676,4,3,362,1,1,657,916,657,657,655,590,590,655,655,976.0
437,39,8,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
438,39,6,359,175,-1.0,1054,369,15,15,6,7,70,1,7,15,1,1,7,171.0,1,379,175,1103,372,15,15,6,7,101,1,7,16,1,1,7,213.0
439,39,8,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
440,39,7,359,295,12985.0,1054,23,1,2,593,763,593,593,593,590,590,593,593,892.0,1,379,386,1103,24,1,2,657,916,657,657,655,590,590,655,655,976.0
441,39,8,359,162,-1.0,1054,5,3,5,593,763,593,593,593,590,590,593,593,892.0,1,379,211,1103,5,3,5,657,916,657,657,655,590,590,655,655,976.0
442,39,8,544,49,9352.0,1054,369,47,47,593,763,593,593,593,590,590,593,593,892.0,1,676,49,1103,372,47,47,657,916,657,657,655,590,590,655,655,976.0
443,39,8,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
444,39,7,544,295,-1.0,1054,75,1,1,593,763,593,593,593,590,590,593,593,892.0,1,676,386,1103,75,1,1,657,916,657,657,655,590,590,655,655,976.0
445,39,8,359,42,-1.0,1054,369,41,42,4,3,112,1,4,6,1,1,4,19.0,1,379,42,1103,372,41,42,4,3,128,1,4,6,1,1,4,19.0
446,39,8,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
447,39,10,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
448,39,8,544,162,-1.0,8,290,1,1,47,763,148,1,21,26,1,1,21,276.0,1,676,211,9,362,1,1,53,916,191,1,24,31,1,1,24,309.0
449,39,8,359,42,-1.0,1054,369,41,42,25,49,168,1,24,21,1,1,24,171.0,1,379,42,1103,372,41,42,27,49,183,1,26,25,1,1,26,213.0
450,39,8,359,42,-1.0,1054,369,41,42,4,2,62,1,1,6,1,1,1,90.0,1,379,42,1103,372,41,42,4,2,67,1,1,6,1,1,1,105.0
451,39,8,359,42,-1.0,1054,369,41,42,10,77,70,8,10,42,31,8,10,892.0,1,379,42,1103,372,41,42,13,78,101,8,14,48,31,9,14,976.0
452,39,8,359,42,-1.0,1054,369,41,42,25,60,112,2,23,42,31,1,23,892.0,1,379,42,1103,372,41,42,27,60,128,2,28,48,31,1,28,976.0
453,39,8,359,42,-1.0,1054,369,41,42,10,2,76,1,9,16,1,1,9,892.0,1,379,42,1103,372,41,42,11,2,80,1,11,21,1,1,11,976.0
454,39,8,359,42,-1.0,1054,369,41,42,37,77,168,1,37,8,6,1,37,892.0,1,379,42,1103,372,41,42,39,78,183,1,38,42,6,1,38,976.0
455,39,8,359,42,-1.0,1054,369,41,42,44,151,148,18,43,40,9,18,43,892.0,1,379,42,1103,372,41,42,48,151,191,18,43,40,9,18,43,976.0
456,39,8,544,295,9050.0,241,290,76,79,21,31,41,1,24,24,2,1,24,892.0,1,676,386,306,362,127,139,27,31,42,1,26,27,2,1,26,976.0
457,39,8,359,42,-1.0,1054,369,41,42,21,31,28,3,24,26,3,4,24,892.0,1,379,42,1103,372,41,42,27,31,30,3,26,31,3,4,26,976.0
458,39,8,359,42,-1.0,1054,369,41,42,10,77,70,8,10,42,7,8,10,892.0,1,379,42,1103,372,41,42,13,78,101,8,14,48,7,9,14,976.0
459,39,9,359,30,620.0,1054,369,25,31,26,151,70,20,22,41,24,20,22,892.0,1,379,30,1103,372,25,31,28,151,101,20,25,48,24,20,25,976.0
460,39,8,359,42,-1.0,1054,369,41,42,19,49,25,1,22,22,2,1,22,892.0,1,379,42,1103,372,41,42,26,49,25,1,26,24,2,1,26,976.0
461,39,9,382,4,889.0,241,290,1,1,32,67,107,3,16,40,4,2,16,892.0,1,427,4,306,362,1,1,35,69,134,3,20,40,4,2,20,976.0
462,39,9,382,162,1502.0,1054,15,14,15,47,67,89,3,36,29,1,3,36,892.0,1,427,211,1103,15,14,15,53,69,97,3,38,40,1,3,38,976.0
463,39,9,544,295,-1.0,241,290,76,79,45,151,148,9,39,41,9,9,39,892.0,1,676,386,306,362,127,139,48,151,191,9,42,48,9,9,42,976.0
464,39,10,544,88,-1.0,241,290,76,79,26,151,70,20,22,42,31,20,22,892.0,1,676,94,306,362,127,139,28,151,101,20,25,48,31,20,25,976.0
465,39,10,359,88,-1.0,1054,56,2,2,25,49,107,1,21,42,31,1,21,892.0,1,379,94,1103,58,2,2,32,53,134,1,24,48,31,1,24,976.0
466,39,7,121,295,340.0,82,43,1,3,21,49,107,2,23,29,3,2,23,892.0,1,134,386,84,45,1,3,30,53,134,2,35,39,3,2,35,976.0
467,39,9,359,42,-1.0,1054,369,41,42,25,25,89,1,16,26,1,1,16,892.0,1,379,42,1103,372,41,42,31,26,97,1,25,31,1,1,25,976.0
468,39,9,359,42,-1.0,1054,369,41,42,14,16,112,1,14,10,2,1,14,90.0,1,379,42,1103,372,41,42,17,17,128,1,14,12,2,1,14,105.0
469,39,8,382,295,1002.0,4,4,4,5,32,77,76,1,29,21,1,1,29,276.0,1,427,386,4,4,4,5,35,78,80,1,34,25,1,1,34,309.0
470,39,8,359,42,-1.0,1054,369,41,42,25,60,28,1,20,20,1,1,20,171.0,1,379,42,1103,372,41,42,30,60,30,1,26,26,1,1,26,213.0
471,39,7,382,88,-1.0,241,290,1,5,13,60,8,1,20,11,1,1,20,101.0,1,427,94,306,362,1,5,13,60,8,2,26,11,1,1,26,142.0
472,39,9,359,42,-1.0,1054,369,41,42,3,2,107,1,4,4,1,1,4,19.0,1,379,42,1103,372,41,42,3,2,134,1,4,4,1,1,4,19.0
473,39,7,359,24,431.0,3,3,1,5,25,763,70,1,23,29,1,1,23,101.0,1,379,25,3,3,1,5,31,916,101,1,35,40,1,1,35,142.0
474,39,9,382,162,1500.0,1054,15,14,15,10,16,21,1,7,8,1,1,7,171.0,1,427,211,1103,15,14,15,10,17,21,1,7,8,1,1,7,213.0
475,39,8,359,42,-1.0,1054,369,41,42,12,3,89,1,8,6,1,1,8,90.0,1,379,42,1103,372,41,42,13,3,97,1,10,6,1,1,10,105.0
476,39,9,382,175,1819.0,1054,369,21,22,8,1,70,1,9,9,1,1,9,19.0,1,427,175,1103,372,21,22,9,1,101,1,10,9,1,1,10,19.0
477,39,6,382,1,-1.0,1,1,1,1,4,1,76,1,5,2,1,1,5,90.0,1,427,1,1,1,1,1,4,1,80,1,5,2,1,1,5,105.0
478,39,8,151,110,324.0,3,1,1,2,25,60,41,1,29,22,1,1,29,101.0,1,155,113,3,1,1,2,32,60,42,1,34,24,1,1,34,142.0
479,39,8,382,9,-1.0,1054,4,3,5,19,16,62,1,20,10,1,1,20,171.0,1,427,9,1103,4,3,5,23,16,67,1,26,12,1,1,26,213.0
480,39,9,151,88,-1.0,1054,56,4,4,25,11,62,2,16,20,3,2,16,276.0,1,155,94,1103,58,4,4,30,11,67,2,17,26,3,2,17,309.0
481,39,8,359,42,-1.0,1054,369,41,42,1,1,107,1,1,2,1,1,1,12.0,1,379,42,1103,372,41,42,1,1,134,1,1,2,1,1,1,12.0
482,39,9,359,42,-1.0,1054,369,41,42,4,2,107,1,3,4,1,1,3,19.0,1,379,42,1103,372,41,42,4,2,134,1,3,4,1,1,3,19.0
483,39,10,544,7,8507.0,1054,56,1,5,17,151,76,1,22,24,2,1,22,276.0,1,676,12,1103,58,1,5,18,151,80,1,26,27,2,1,26,309.0
484,39,9,359,42,-1.0,1054,369,41,42,5,1,107,1,3,5,1,1,3,90.0,1,379,42,1103,372,41,42,5,1,134,1,3,5,1,1,3,105.0
485,39,10,359,42,-1.0,1054,369,41,42,5,2,107,1,3,6,1,1,3,90.0,1,379,42,1103,372,41,42,5,2,134,1,3,6,1,1,3,105.0
486,39,9,382,4,121211.0,1054,8,1,2,10,763,148,1,8,5,1,1,8,101.0,1,427,4,1103,8,1,2,10,916,191,1,8,5,1,1,8,142.0
487,39,8,359,42,-1.0,1054,369,41,42,2,3,112,1,8,1,1,1,8,90.0,1,379,42,1103,372,41,42,2,3,128,1,8,1,1,1,8,105.0
488,39,9,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
489,39,8,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
490,39,8,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
491,39,8,382,2,-1.0,1054,21,2,36,593,763,593,593,593,590,590,593,593,892.0,1,427,2,1103,22,2,36,657,916,657,657,655,590,590,655,655,976.0
492,39,8,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
493,39,8,359,42,-1.0,1054,369,41,42,2,2,76,1,3,3,1,1,3,12.0,1,379,42,1103,372,41,42,2,2,80,1,3,3,1,1,3,12.0
494,39,8,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
495,39,9,544,295,58.0,19,2,1,1,593,763,593,593,593,590,590,593,593,892.0,1,676,386,21,2,1,1,657,916,657,657,655,590,590,655,655,976.0
496,39,8,544,13,1007.0,19,2,1,1,593,763,593,593,593,590,590,593,593,892.0,1,676,15,21,2,1,1,657,916,657,657,655,590,590,655,655,976.0
497,39,7,544,1,-1.0,2,290,1,1,593,763,593,593,593,590,590,593,593,892.0,1,676,1,3,362,1,1,657,916,657,657,655,590,590,655,655,976.0
498,39,8,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
499,39,8,359,42,-1.0,241,290,76,79,593,763,593,593,593,590,590,593,593,892.0,1,379,42,306,362,127,139,657,916,657,657,655,590,590,655,655,976.0
500,39,9,382,29,-1.0,82,1,1,4,593,763,593,593,593,590,590,593,593,892.0,1,427,36,84,1,1,4,657,916,657,657,655,590,590,655,655,976.0
501,39,8,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
502,39,8,359,42,-1.0,1054,369,41,42,593,763,593,593,593,590,590,593,593,892.0,1,379,42,1103,372,41,42,657,916,657,657,655,590,590,655,655,976.0
503,40,13,544,162,637.0,241,290,76,79,25,54,107,0,23,29,0,0,23,276.0,0,676,211,306,362,127,139,32,106,134,2,28,40,2,2,28,309.0
504,40,13,544,162,640.0,241,290,76,79,25,54,112,1,22,12,0,0,22,171.0,0,676,211,306,362,127,139,32,106,128,2,26,18,1,1,26,213.0
505,40,13,544,162,643.0,241,290,76,79,21,54,112,0,16,29,0,0,16,276.0,0,676,211,306,362,127,139,30,106,128,4,21,40,2,2,21,309.0
506,40,11,544,162,667.0,241,290,76,79,21,54,107,0,20,20,0,0,20,90.0,0,676,211,306,362,127,139,24,106,134,1,26,28,1,1,26,105.0
507,40,11,544,162,667.0,241,290,76,79,23,54,107,0,18,16,0,0,18,171.0,0,676,211,306,362,127,139,30,106,134,1,23,21,1,1,23,213.0
508,40,10,359,295,3016.0,241,290,76,79,21,763,148,0,22,24,0,0,22,171.0,0,379,386,306,362,127,139,30,916,191,1,26,27,1,1,26,213.0
509,40,9,382,0,2516.0,1054,0,0,1,23,763,148,0,18,16,0,0,18,171.0,0,427,13,1103,13,13,14,30,916,191,1,23,21,1,1,23,213.0
510,40,9,544,20,-1.0,1054,4,4,5,593,763,593,593,593,590,590,593,593,892.0,1,676,20,1103,4,4,5,657,916,657,657,655,590,590,655,655,976.0
511,40,9,544,4,-1.0,1054,369,59,59,593,763,593,593,593,590,590,593,593,892.0,1,676,4,1103,372,59,59,657,916,657,657,655,590,590,655,655,976.0
512,40,7,544,49,7283.0,1054,369,47,47,593,763,593,593,593,590,590,593,593,892.0,1,676,49,1103,372,47,47,657,916,657,657,655,590,590,655,655,976.0
513,40,10,359,1,12513.0,1054,56,1,1,593,763,593,593,593,590,590,593,593,892.0,1,379,1,1103,58,1,1,657,916,657,657,655,590,590,655,655,976.0
514,40,7,544,295,13183.0,1054,369,3,1,593,763,593,593,593,590,590,593,593,892.0,1,676,386,1103,372,3,1,657,916,657,657,655,590,590,655,655,976.0
515,40,7,544,49,6222.0,1054,369,47,47,593,763,593,593,593,590,590,593,593,892.0,1,676,49,1103,372,47,47,657,916,657,657,655,590,590,655,655,976.0
516,40,9,544,295,7942.0,1054,369,1,3,47,763,148,1,21,12,2,1,21,276.0,1,676,386,1103,372,1,3,53,916,191,1,24,18,2,1,24,309.0
517,40,7,359,175,-1.0,82,43,2,4,593,763,593,593,593,590,590,593,593,892.0,1,379,175,84,45,2,4,657,916,657,657,655,590,590,655,655,976.0
518,40,9,359,88,-1.0,1054,23,3,5,593,763,593,593,593,590,590,593,593,892.0,1,379,94,1103,24,3,5,657,916,657,657,655,590,590,655,655,976.0
519,40,8,121,88,-1.0,1,1,1,3,593,763,593,593,593,590,590,593,593,892.0,1,134,94,63,1,1,3,657,916,657,657,655,590,590,655,655,976.0
520,40,9,382,295,-1.0,35,14,12,15,593,763,593,593,593,590,590,593,593,892.0,1,427,386,35,14,12,16,657,916,657,657,655,590,590,655,655,976.0
521,40,12,544,295,3013.0,1054,369,4,3,593,763,593,593,593,590,590,593,593,892.0,1,676,386,1103,372,4,3,657,916,657,657,655,590,590,655,655,976.0
522,40,11,359,162,-1.0,1054,75,13,26,593,763,593,593,593,590,590,593,593,892.0,1,379,211,1103,75,13,27,657,916,657,657,655,590,590,655,655,976.0
523,40,10,544,4,4692.0,1054,369,59,59,42,67,168,7,30,41,9,7,30,892.0,1,676,4,1103,372,59,59,56,69,183,7,32,48,9,7,32,976.0
524,40,7,544,49,9433.0,1054,369,47,47,26,151,70,20,22,41,24,20,22,892.0,1,676,49,1103,372,47,47,28,151,101,20,25,48,24,20,25,976.0
525,40,9,544,2,-1.0,1054,369,59,59,25,16,107,2,29,42,31,2,29,892.0,1,676,2,1103,372,59,59,30,17,134,2,34,48,31,2,34,976.0
526,40,9,151,110,324.0,1054,1,1,1,26,151,70,20,22,41,24,20,22,892.0,1,155,113,1103,1,1,1,28,151,101,20,25,48,24,20,25,976.0
527,40,8,544,1,11590.0,1054,11,1,1,1,11,21,1,1,1,1,1,1,171.0,1,676,1,1103,11,1,1,1,11,21,1,1,1,1,1,1,213.0
528,40,9,121,295,230.0,1054,45,1,10,44,151,168,9,43,42,31,9,43,892.0,1,134,386,1103,57,1,10,48,151,183,9,43,48,31,9,43,976.0
529,40,6,359,175,-1.0,241,290,15,15,25,67,62,1,21,29,1,1,21,892.0,1,379,175,306,362,15,15,32,69,67,1,24,39,1,1,24,976.0
530,40,7,382,6,618.0,35,1,1,1,19,60,112,1,15,19,1,1,15,101.0,1,427,6,35,1,1,1,23,60,128,1,19,23,1,1,19,142.0
531,40,8,382,175,-1.0,1054,1,1,1,23,151,41,1,14,21,1,1,14,101.0,1,427,175,1103,1,1,1,26,151,42,1,19,25,1,1,19,142.0
532,40,9,359,3,-1.0,241,290,2,2,25,16,148,1,19,20,1,1,19,276.0,1,379,3,306,362,2,2,27,17,191,1,21,26,1,1,21,309.0
533,40,9,359,30,622.0,1054,369,25,31,47,54,168,3,29,22,2,4,29,171.0,1,379,30,1103,372,25,31,53,106,183,3,34,25,2,4,34,213.0
534,40,9,382,4,-1.0,1054,15,2,1,21,763,148,1,29,20,1,1,29,101.0,1,427,4,1103,15,2,1,24,916,191,1,31,28,1,1,31,142.0
535,40,6,151,110,324.0,1054,20,8,10,21,763,148,1,18,20,1,1,18,101.0,1,155,113,1103,23,8,10,27,916,191,1,23,26,1,1,23,142.0
536,40,7,359,175,-1.0,82,43,2,4,3,31,76,1,2,2,1,1,2,90.0,1,379,175,84,45,2,4,3,31,80,1,2,2,1,1,2,105.0
537,40,6,382,29,1108.0,241,290,1,1,27,21,112,2,14,24,1,1,14,276.0,1,427,36,306,362,1,1,36,21,128,2,19,26,1,1,19,309.0
538,40,9,359,8,-1.0,1054,369,1,2,19,54,168,1,20,11,1,1,20,276.0,1,379,9,1103,372,1,2,23,106,183,1,26,11,1,1,26,309.0
